gene_id	gene_name	SAMN36978213_MG	SAMN36978214_MG	SAMN36978215_MG	SAMN36978216_A1G	SAMN36978217_A1G	SAMN36978218_A1G	SAMN36978219_GC	SAMN36978220_GC	SAMN36978221_GC
ENSMUSG00000089264	Gm22889	0	0	0	0	0	0	0	0	0
ENSMUSG00000089265	Gm22888	0	0	0	0	0	0	0	0	0
ENSMUSG00000089266	Gm22891	0	0	0	0	0	0	0	0	0
ENSMUSG00000089267	Gm22890	0	0	0	0	0	0	0	0	0
ENSMUSG00000089268	Mir1961	0	0	0	0	0	0	0	0	0
ENSMUSG00000089269	Gm26468	0	0	0	0	0	0	0	0	0
ENSMUSG00000089270	Gm24551	0	0	0	0	0	0	0	0	0
ENSMUSG00000089271	Gm24552	0	0	0	0	0	0	0	0	0
ENSMUSG00000089272	Gm24549	0	0	0	0	0	0	0	0	0
ENSMUSG00000089273	Gm24550	0	0	0	0	0	0	0	0	0
ENSMUSG00000089274	Gm24547	0	0	0	0	0	0	0	0	0
ENSMUSG00000089275	Gm24548	0	0	0	0	0	0	0	0	0
ENSMUSG00000089276	Gm24545	0	0	0	0	0	0	0	0	0
ENSMUSG00000089277	Gm24546	0	0	0	0	0	0	0	0	0
ENSMUSG00000089278	Gm24553	0	0	0	0	0	0	0	0	0
ENSMUSG00000089279	Gm24554	0	0	0	0	0	0	0	0	0
ENSMUSG00000089280	Gm26025	0	0	0	0	0	0	0	0	0
ENSMUSG00000089281	Scarna6	0	5.860245	1.868953	0	0	0	0	0	0
ENSMUSG00000089282	Gm26024	0	0	0	0	0	0	0	0	0
ENSMUSG00000089284	Gm26029	0	0	0	0	0	0	0	0	0
ENSMUSG00000089285	Gm26028	0	0	0	0	0	0	0	0	0
ENSMUSG00000089286	Gm24277	0	0	0	0	0	0	0	0	0
ENSMUSG00000089287	Gm22944	0	0	0	0	0	0	0	0	0
ENSMUSG00000089288	Gm26022	0	0	0	0	0	0	0	0	0
ENSMUSG00000089289	Gm26021	0	0	0	0	0	0	0	0	0
ENSMUSG00000089290	Gm23207	0	0	0	0	0	0	0	0	0
ENSMUSG00000089291	Gm23208	0	0	0	0	0	0	0	0	0
ENSMUSG00000089292	Gm23209	0	0	0	0	0	0	0	0	0
ENSMUSG00000089293	Gm23210	0	0	0	0	0	0	0	0	0
ENSMUSG00000089294	Mir2139	0	0	0	0	0	0	0	0	0
ENSMUSG00000089296	Gm23205	0	0	0	0	0	0	0	0	0
ENSMUSG00000089297	Gm24634	0	0	0	0	0	0	0	0	0
ENSMUSG00000089298	Gm24636	0	0	0	0	0	0	0	0	0
ENSMUSG00000089299	Gm24637	0	0	0	0	0	0	0	0	0
ENSMUSG00000089301	Gm24841	0	0	0	0	0	0	0	0	0
ENSMUSG00000089302	Gm26208	0	0	0	0	0	0	0	0	0
ENSMUSG00000089304	Gm24844	0	0	0	0	0	0	0	0	0
ENSMUSG00000089305	Gm26210	0	0	0	0	0	0	0	0	0
ENSMUSG00000089306	Gm24842	0	0	0	0	0	0	0	0	0
ENSMUSG00000089307	Gm24843	0	0	0	0	0	0	0	0	0
ENSMUSG00000089308	Gm24837	0	0	0	0	0	0	0	0	0
ENSMUSG00000089309	Gm24838	0	0	0	0	0	0	0	0	0
ENSMUSG00000089310	Gm23181	0	0	0	0	0	0	0	0	0
ENSMUSG00000089311	Gm23180	0	0	0	0	0	0	0	0	0
ENSMUSG00000089312	Gm22257	0	0	0	0	0	0	0	0	0
ENSMUSG00000089313	Gm23182	0	0	0	0	0	0	0	0	0
ENSMUSG00000089314	Gm23185	0	0	0	0	0	0	0	0	0
ENSMUSG00000089316	Gm22261	0	0	0	0	0	0	0	0	0
ENSMUSG00000089317	Snord123	0	0	0	0	0	0	0	0	0
ENSMUSG00000089318	Gm23179	0	0	0	0	0	0	0	0	0
ENSMUSG00000089320	Gm25976	0	0	0	0	0	0	0	0	0
ENSMUSG00000089321	Gm22523	0	0	0	0	0	0	0	0	0
ENSMUSG00000089322	Gm25977	0	0	0	0	0	0	0	0	0
ENSMUSG00000089323	Gm25978	0	0	0	0	0	0	0	0	0
ENSMUSG00000089324	Mir1936	0	0	0	0	0	0	0	0	0
ENSMUSG00000089326	Gm25974	0	0	0	0	0	0	0	0	0
ENSMUSG00000089327	Gm25975	0	0	0	0	0	0	0	0	0
ENSMUSG00000089331	Gm24345	0	0	0	0	0	0	0	0	0
ENSMUSG00000089333	Gm24343	0	0	0	0	0	0	0	0	0
ENSMUSG00000089334	Gm24349	0	0	0	0	0	0	0	0	0
ENSMUSG00000089335	Gm24348	0	0	0	0	0	0	0	0	0
ENSMUSG00000089336	Gm24347	0	0	0	0	0	0	0	0	0
ENSMUSG00000089337	Gm24346	0	0	0	0	0	0	0	0	2.136729
ENSMUSG00000089338	Gm22262	0	0	0	0	0	0	0	0	0
ENSMUSG00000089341	Gm22668	0	0	0	0	0	0	0	0	0
ENSMUSG00000089342	Gm22666	0	0	0	0	0	0	0	0	0
ENSMUSG00000089343	Gm22667	0	0	0	0	0	0	0	0	0
ENSMUSG00000089344	Gm22664	0	0	0	0	0	0	0	0	0
ENSMUSG00000089345	Gm22665	0	0	0	0	0	0	0	0	0
ENSMUSG00000089346	Gm22663	0	0	0	0	0	0	0	0	0
ENSMUSG00000089348	Gm22669	0	0	0	0	0	0	0	0	0
ENSMUSG00000089349	Gm22670	0	0	0	0	0	0	0	0	0
ENSMUSG00000089350	Gm25487	0	0	0	0	0	0	0	0	0
ENSMUSG00000089351	Gm25486	0	0	0	0	0	0	0	0	0
ENSMUSG00000089352	Gm25489	0	0	0	0	0	0	0	0	0
ENSMUSG00000089353	Gm25488	0	0	0	0	0	0	0	0	0
ENSMUSG00000089357	Mir2137	0	0	0	0	0	0	0	0	0
ENSMUSG00000089358	Gm25491	0	0	0	0	0	0	0	0	0
ENSMUSG00000089359	Gm25490	0	0	0	0	0	0	0	0	0
ENSMUSG00000089363	Gm23821	0	0	0	0	0	0	0	0	0
ENSMUSG00000089364	Gm23822	0	0	0	0	0	0	0	0	0
ENSMUSG00000089365	Gm23823	0	0	0	0	0	0	0	0	0
ENSMUSG00000089366	Gm23824	0	0	0	0	0	0	0	0	0
ENSMUSG00000089369	Gm23819	0	0	0	0	0	0	0	0	0
ENSMUSG00000089370	Gm22140	0	0	0	0	0	0	0	0	0
ENSMUSG00000089371	Mir1938	0	0	0	0	0	0	0	0	0
ENSMUSG00000089372	Gm22139	0	0	0	0	0	0	0	0	0
ENSMUSG00000089373	Gm22138	0	0	0	0	0	0	0	0	0
ENSMUSG00000089375	Snord107	0	0	0	0	0	0	0	0	0
ENSMUSG00000089376	Gm22136	0	0	0	0	0	0	0	0	0
ENSMUSG00000089377	Gm22135	0	0	0	0	0	0	0	0	0
ENSMUSG00000089380	Gm24677	0	0	0	0	0	0	0	0	0
ENSMUSG00000089381	Gm24678	0	0	0	0	0	0	0	0	0
ENSMUSG00000089382	Gm24675	0	0	0	0	0	0	0	0	0
ENSMUSG00000089383	Gm24676	0	0	0	0	0	0	0	0	0
ENSMUSG00000089384	Gm24680	0	0	0	0	0	0	0	0	0
ENSMUSG00000089385	Gm24681	0	0	0	0	0	0	0	0	0
ENSMUSG00000089387	Gm24679	0	0	0	0	0	0	0	0	0
ENSMUSG00000089389	Gm24682	0	0	0	0	0	0	0	0	0
ENSMUSG00000089390	Gm23021	0	0	0	0	0	0	0	0	0
ENSMUSG00000089391	Gm23020	0	0	0	0	0	0	0	0	0
ENSMUSG00000089392	Gm23023	0	0	0	0	0	0	0	0	0
ENSMUSG00000089393	Gm23022	0	0	0	0	0	0	0	0	0
ENSMUSG00000089394	Gm23025	0	0	0	0	0	0	0	0	0
ENSMUSG00000089395	Gm23024	0	0	0	0	0	0	0	0	0
ENSMUSG00000089396	Gm23027	0	0	0	0	0	3.325528	0	0	0
ENSMUSG00000089397	Gm23026	0	0	0	0	0	0	0	0	0
ENSMUSG00000089398	Gm23028	0	0	0	0	0	0	0	0	0
ENSMUSG00000089399	Gm23312	0	0	0	0	0	0	0	0	0
ENSMUSG00000089401	Gm24880	0	0	0	0	0	0	0	0	0
ENSMUSG00000089404	Gm24877	0	0	0	0	0	0	0	0	0
ENSMUSG00000089405	Gm24876	0	0	0	0	0	0	0	0	0
ENSMUSG00000089406	Mir2136	0	0	0	0	0	0	0	0	0
ENSMUSG00000089407	Gm24878	0	0	0	0	0	0	0	0	0
ENSMUSG00000089408	Gm24885	0	0	0	0	0	0	0	0	0
ENSMUSG00000089409	Gm24884	0	0	0	0	0	0	0	0	0
ENSMUSG00000089410	Gm22014	0	0	0	0	0	0	0	0	0
ENSMUSG00000089413	Gm22013	0	0	0	0	0	0	0	0	0
ENSMUSG00000089414	Gm22010	0	0	0	0	0	0	0	0	0
ENSMUSG00000089415	Gm22011	0	0	0	0	0	0	0	0	0
ENSMUSG00000089416	Gm22116	0	0	0	0	0	0	0	0	0
ENSMUSG00000089417	Gm22009	8.553247	1.404017	5.31176	6.324208	2.081593	6.79409	0.817721	7.177444	6.300045
ENSMUSG00000089418	Gm22016	0	0	0	0	0	0	0	0	0
ENSMUSG00000089420	Gm27934	0	0	0	0	0	0	0	0	0
ENSMUSG00000089422	Gm26008	0	0	0	0	0	0	0	0	0
ENSMUSG00000089423	Gm26007	0	0	0	0	0	0	0	0	0
ENSMUSG00000089424	Mir1930	0	0	0	0	0	0	0	0	0
ENSMUSG00000089425	Gm26006	0	0	0	0	0	0	0	0	0
ENSMUSG00000089427	Gm26005	0	0	0	0	0	0	0	0	0
ENSMUSG00000089429	Gm26004	0	0	0	0	0	0	0	0	0
ENSMUSG00000089431	Gm23196	0	0	0	0	0	0	0	0	0
ENSMUSG00000089432	Mir1966	0	0	0	0	0	0	0	0	0
ENSMUSG00000089434	Gm23197	0	0	0	0	0	0	0	0	0
ENSMUSG00000089436	Gm23198	0	0	0	0	0	0	0	0	0
ENSMUSG00000089437	Gm23199	0	0	0	0	0	0	0	0	0
ENSMUSG00000089438	Gm23194	0	0	0	0	0	0	0	0	0
ENSMUSG00000089439	Gm23195	0	0	0	0	0	0	0	0	0
ENSMUSG00000089441	Gm22527	0	0	0	0	0	0	0	0	0
ENSMUSG00000089442	Gm22529	0	0	0	0	0	0	0	0	0
ENSMUSG00000089443	Gm22528	0	0	0	0	0	0	0	0	0
ENSMUSG00000089444	Gm22531	0	0	0	0	0	0	0	0	0
ENSMUSG00000089445	Gm22530	0	0	0	0	0	0	0	0	0
ENSMUSG00000089446	Gm22533	0	0	0	0	0	0	0	0	0
ENSMUSG00000089447	Gm22532	0	0	0	0	0	0	0	0	0
ENSMUSG00000089450	Gm24225	0	0	0	0	0	0	0	0	0
ENSMUSG00000089451	Gm24226	0	0	0	0	0	0	0	0	0
ENSMUSG00000089452	Gm24223	0	0	0	0	0	0	0	0	0
ENSMUSG00000089453	Gm24224	0	0	0	0	0	0	0	0	0
ENSMUSG00000089454	Gm24228	0	0	0	0	0	0	0	0	0
ENSMUSG00000089455	Gm24229	0	0	0	0	0	0	0	0	0
ENSMUSG00000089458	Gm24221	0	0	0	0	0	0	0	0	0
ENSMUSG00000089459	Gm24222	0	0	0	0	0	0	0	0	0
ENSMUSG00000089460	Gm23699	0	0	0	0	0	0	0	0	0
ENSMUSG00000089461	Gm23698	0	0	0	0	0	0	0	0	0
ENSMUSG00000089462	Gm23149	0	0	0	0	0	0	0	0	0
ENSMUSG00000089464	Gm23703	0	0	0	0	0	0	0	0	0
ENSMUSG00000089465	Gm23702	0	0	0	0	0	0	0	0	0
ENSMUSG00000089467	Gm23700	0	0	0	0	0	0	0	0	0
ENSMUSG00000089468	Gm27649	0	0	0	0	0	0	0	0	0
ENSMUSG00000089469	Gm23704	0	0	0	0	0	0	0	0	0
ENSMUSG00000089470	Gm25366	0	0	0	0	0	0	0	0	0
ENSMUSG00000089471	Gm25367	0	0	0	0	0	0	0	0	0
ENSMUSG00000089472	Gm25368	0	0	0	0	0	0	0	0	0
ENSMUSG00000089473	Gm25369	0	0	0	0	0	0	0	0	0
ENSMUSG00000089475	Gm25363	0	0	0	0	0	0	0	0	0
ENSMUSG00000089476	Gm25364	0	0	0	0	0	0	0	0	0
ENSMUSG00000089477	Gm25365	0	0	0	0	0	0	0	0	0
ENSMUSG00000089479	Gm25362	0	0	0	0	0	0	0	0	0
ENSMUSG00000089480	Gm24739	0	0	0	0	0	0	0	0	0
ENSMUSG00000089481	Gm24738	0	0	0	0	0	0	0	0	0
ENSMUSG00000089482	Gm24741	0	0	0	0	0	0	0	0	0
ENSMUSG00000089484	Gm24735	0	0	0	0	0	0	0	0	0
ENSMUSG00000089485	Gm24734	0	0	0	0	0	0	0	0	0
ENSMUSG00000089486	Gm24737	0	0	0	0	0	0	0	0	0
ENSMUSG00000089487	Gm24736	0	0	0	0	0	0	0	0	0
ENSMUSG00000089488	Gm24733	0	0	0	0	0	0	0	0	0
ENSMUSG00000089489	Gm24732	0	0	0	0	0	0	0	0	0
ENSMUSG00000089490	Gm26362	0	0	0	0	0	0	0	0	0
ENSMUSG00000089491	Gm26363	0	0	0	0	0	0	0	0	0
ENSMUSG00000089493	Gm26361	0	0	0	0	0	0	0	0	0
ENSMUSG00000089497	Gm26360	0	0	0	0	0	0	0	0	0
ENSMUSG00000089498	Gm26359	0	0	0	0	0	0	0	0	0
ENSMUSG00000089499	Gm25643	0	0	0	0	0	0	0	0	0
ENSMUSG00000089501	Gm23479	0	0	0	0	0	0	0	0	0
ENSMUSG00000089504	Gm23475	0	0	0	0	0	0	0	0	0
ENSMUSG00000089506	Gm23476	0	0	0	0	0	0	0	0	0
ENSMUSG00000089507	Gm23477	0	0	0	0	0	0	0	0	0
ENSMUSG00000089508	Gm23473	0	0	0	0	0	0	0	0	0
ENSMUSG00000089509	Gm23474	0	0	0	0	0	0	0	0	0
ENSMUSG00000089510	Gm25307	0	0	0	0	0	0	0	0	0
ENSMUSG00000089512	Gm26287	0	0	0	0	0	0	0	0	0
ENSMUSG00000089513	Gm24875	0	0	0	0	0	0	0	0	0
ENSMUSG00000089514	Gm26291	0	0	0	0	0	0	0	0	0
ENSMUSG00000089516	Gm26290	0	0	0	0	0	0	0	0	0
ENSMUSG00000089517	Gm24899	0	0	0	0	0	0	0	0	0
ENSMUSG00000089520	Gm23831	0	0	0	0	0	0	0	0	0
ENSMUSG00000089522	Gm22326	0	0	0	0	0	0	0	0	0
ENSMUSG00000089524	Gm22327	0	0	0	0	0	0	0	0	0
ENSMUSG00000089525	Gm23833	0	8.424102	0	2.845893	0	0	0	0	0
ENSMUSG00000089528	Gm22324	0	0	0	0	0	0	0	0	0
ENSMUSG00000089529	Gm22325	0	0	0	0	0	0	0	0	0
ENSMUSG00000089530	Gm25163	0	0	0	0	0	0	0	0	0
ENSMUSG00000089531	Gm25162	0	0	0	0	0	0	0	0	0
ENSMUSG00000089533	Gm25164	0	0	0	0	0	0	0	0	0
ENSMUSG00000089534	Gm25166	0	0	0	0	0	0	0	0	0
ENSMUSG00000089536	Scarna3a	0	0	0	0	0	0	0	0	0
ENSMUSG00000089538	Gm25161	0	0	0	0	0	0	0	0	0
ENSMUSG00000089539	Gm25160	0	0	0	0	0	0	0	0	0
ENSMUSG00000089541	Gm25834	0	0	0	0	0	0	0	0	0
ENSMUSG00000089542	Gm25835	0	0	0	0	0	0	0	0	0
ENSMUSG00000089543	Gm25836	0	0	0	0	0	0	0	0	0
ENSMUSG00000089544	Gm25837	0	0	0	0	0	0	0	0	0
ENSMUSG00000089545	Gm25838	0	0	0	0	0	0	0	0	0
ENSMUSG00000089546	Gm25839	0	0	0	0	0	0	0	0	0
ENSMUSG00000089548	Gm25830	0	0	0	0	0	0	0	0	0
ENSMUSG00000089549	Gm25831	0	0	0	0	0	0	0	0	0
ENSMUSG00000089550	Gm24179	0	0	0	0	0	0	0	0	0
ENSMUSG00000089551	Gm24178	0	0	0	0	0	0	0	0	0
ENSMUSG00000089552	Gm24177	0	0	0	0	0	0	0	0	0
ENSMUSG00000089553	Gm24176	0	0	0	0	0	0	0	0	0
ENSMUSG00000089555	Mir1933	0	0	0	0	0	0	0	0	0
ENSMUSG00000089556	Gm24175	0	0	0	0	0	0	0	0	0
ENSMUSG00000089558	Gm24174	0	0	0	0	0	0	0	0	0
ENSMUSG00000089560	Gm24668	0	0	0	0	0	0	0	0	0
ENSMUSG00000089561	Gm24669	0	0	0	0	0	0	0	0	0
ENSMUSG00000089562	Gm24666	0	0	0	0	0	0	0	0	0
ENSMUSG00000089563	Gm24667	0	0	0	0	0	0	0	0	0
ENSMUSG00000089564	Gm24664	0	0	0	0	0	0	0	0	0
ENSMUSG00000089570	Mir669m-1	0	0	0	0	0	0	0	0	0
ENSMUSG00000089571	Gm23008	0	0	0	0	0	0	0	0	0
ENSMUSG00000089575	Gm23005	0	0	0	0	0	0	0	0	0
ENSMUSG00000089576	Gm23007	0	0	0	0	0	0	0	0	0
ENSMUSG00000089578	Gm25971	0	0	0	0	0	0	0	0	0
ENSMUSG00000089580	Gm23340	0	0	0	0	0	0	0	0	0
ENSMUSG00000089581	Gm23341	0	0	0	0	0	0	0	0	0
ENSMUSG00000089583	Gm23342	0	0	0	0	0	0	0	0	0
ENSMUSG00000089584	Gm23337	0	0	0	0	0	0	0	0	0
ENSMUSG00000089585	Gm23338	0	0	0	0	0	0	0	0	0
ENSMUSG00000089586	Gm25348	0	0	0	0	0	0	0	0	0
ENSMUSG00000089587	Gm23339	0	0	0	0	0	0	0	0	0
ENSMUSG00000089588	Gm23548	0	0	0	0	0	0	0	0	0
ENSMUSG00000089589	Gm23343	0	0	0	0	0	0	0	0	0
ENSMUSG00000089590	Gm26160	0	0	0	0	0	0	0	0	0
ENSMUSG00000089591	Gm24352	0	0	0	0	0	0	0	0	0
ENSMUSG00000089593	Gm26159	0	0	0	0	0	0	0	0	0
ENSMUSG00000089596	Nron	0	0	0	0	0	0	0	0	0
ENSMUSG00000089597	Gm24976	0	0	0	0	0	0	0	0	0
ENSMUSG00000089598	Gm26158	0	0	0	0	0	0	0	0	0
ENSMUSG00000089599	Gm26157	0	0	0	0	0	0	0	0	0
ENSMUSG00000089601	Gm22094	0	0	0	0	0	0	0	0	0
ENSMUSG00000089603	Gm23059	0	0	0	0	0	0	0	0	0
ENSMUSG00000089605	Gm22093	0	0	0	0	0	0	0	0	0
ENSMUSG00000089606	Gm22501	0	0	0	0	0	0	0	0	0
ENSMUSG00000089607	Gm22500	0	0	0	0	0	0	0	0	0
ENSMUSG00000089608	Gm22503	0	0	0	0	0	0	0	0	0
ENSMUSG00000089609	Gm22095	0	0	0	0	0	0	0	0	0
ENSMUSG00000089610	Gm23773	0	0	0	0	0	0	0	0	0
ENSMUSG00000089612	Gm22708	0	0	0	0	0	0	0	0	0
ENSMUSG00000089613	Gm23504	0	0	0	0	0	0	0	0	0
ENSMUSG00000089614	Gm23505	0	0	0	0	0	0	0	0	0
ENSMUSG00000089615	Gm23774	0	0	0	0	0	0	0	0	0
ENSMUSG00000089616	Gm23775	0	0	0	0	0	0	0	0	0
ENSMUSG00000089617	Scarna10	0	0	0	0	0	0	0	0	0
ENSMUSG00000089618	Gm23776	0	0	0	0	0	0	0	0	0
ENSMUSG00000089619	Gm23777	0	0	0	0	0	0	0	0	0
ENSMUSG00000089621	Gm25445	0	0	0	0	0	0	0	0	0
ENSMUSG00000089622	Gm25447	0	0	0	0	0	0	0	0	0
ENSMUSG00000089624	Gm25444	0	0	0	0	0	0	0	0	0
ENSMUSG00000089625	Gm25443	0	0	0	0	0	0	0	0	0
ENSMUSG00000089627	Gm16228	0	0	0	0	0	0	0	0	0
ENSMUSG00000089628	Gm9727	0	0	0	0	0	0	0	0	0
ENSMUSG00000089630	Gm6903	0	0	0	0	0	0	0	0	0
ENSMUSG00000089631	Gm16326	0	0	0	0	0	0	0	0	0
ENSMUSG00000089633	A230009B12Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000089634	Nat8b	0	0	0	0.367575	0	0	0	0.11787	0
ENSMUSG00000089635	Gm16559	0.600907	0.280796	0.206838	0	0.223027	0.160132	0.063519	0	0.531342
ENSMUSG00000089636	1700058P15Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000089639	Gm2862	0	0	1.010629	0	0	0	0	0	0
ENSMUSG00000089640	Gm6397	0	0	0	0	0	0	0	0	0
ENSMUSG00000089642	Gm16566	0	0	0	0	0	0	0	0	0
ENSMUSG00000089643	Gm16301	0	0	0	0	0	0	0	0	0
ENSMUSG00000089645	Gm5766	0	0	0	0	0	0	0	0	0
ENSMUSG00000089646	Gm15796	0	0	0	0	0	0	0	0	0
ENSMUSG00000089647	Gm2245	0	0	0	0	0	0	0	0	0
ENSMUSG00000089648	Gm15790	0	0	0	0	0	0	0	0	0
ENSMUSG00000089651	Gm16353	0	0	0	0	0	0	0	0	0
ENSMUSG00000089652	Gm16025	0	0	0.078667	0.132646	0	0.089405	0	0	0
ENSMUSG00000089653	Gm15841	0	0	0	0	0	0	0	0	0
ENSMUSG00000089654	Ear-ps12	0	0	0	0	0	0	0	0	0
ENSMUSG00000089655	Gm16004	0	0	0	0	0	0	0	0	0
ENSMUSG00000089656	Gm16271	0	0	0	0	0	0	0	0	0
ENSMUSG00000089657	Gm16585	0	0	0	0	0	0	0	0	0
ENSMUSG00000089659	Gm3470	0	0	0	0	0	0	0	0	0
ENSMUSG00000089661	Mia	0.318537	0.202189	0.771997	0	0	0.089875	0.472442	0.165523	0
ENSMUSG00000089662	Gm14057	0.896198	1.741812	1.456464	3.843072	0.865021	2.497245	0	3.073357	3.366263
ENSMUSG00000089663	Gm15651	0	0	0	0	0	0	0	0	0
ENSMUSG00000089664	Gm12494	0	0	0	0	0	0	0	0	0
ENSMUSG00000089665	Fcor	5.261253	3.449614	5.043048	2.349494	5.691809	3.294142	2.656934	3.659853	9.426481
ENSMUSG00000089666	Gm16269	0	0	0	0	0	0	0	0	0
ENSMUSG00000089667	Gm15914	0	0	0	0	0	0	0	0	0
ENSMUSG00000089669	Tnfsf13	0.865841	0	0.623866	1.150853	0.219051	0.800991	0.210231	1.106622	0.107111
ENSMUSG00000089670	Gm16581	0	0	0	0	0	0	0	0.210046	0
ENSMUSG00000089671	Gm16537	1.793541	0.430827	1.822842	0.604116	2.014086	1.615365	0.98295	1.408073	3.737532
ENSMUSG00000089672	Gp49a	1.035057	1.530318	0.383007	0.361228	0.262271	1.041639	0.301345	0.904857	0.482303
ENSMUSG00000089673	Gm16546	0	0	0	0	0	0	0	0	0
ENSMUSG00000089675	Ugt1a8	0.419714	0	0	0	0.079315	0.15805	0	0	0
ENSMUSG00000089678	Agxt2	94.411882	88.662778	93.853523	81.863586	72.676019	60.550186	66.876515	72.148022	66.000782
ENSMUSG00000089679	Gm16299	0.082241	0.079194	0.098935	0.022281	0.079636	0.098603	0.030212	0.105431	0.043608
ENSMUSG00000089680	Gm15722	0.244194	0	0.198233	0.131218	0	0.146687	0	0	0
ENSMUSG00000089682	Bcl2l2	15.750965	11.601911	12.065928	11.485709	8.081184	10.192752	9.901691	7.942654	7.455508
ENSMUSG00000089683	4930570N18Rik	0	0	0	1.897262	0	0	0	0	0
ENSMUSG00000089684	Gm14163	0	0	0	0	0	0	0	0	0
ENSMUSG00000089685	Gm9017	0	0	0	0	0	0	0	0	0
ENSMUSG00000089686	Mnd1-ps	0	0	0	0	0	0	0	0	0
ENSMUSG00000089687	Rab42	0	0	0	0	0.125453	0	0	0	0.107702
ENSMUSG00000089689	Gm4982	0	0	0	0	0	0	0	0	0
ENSMUSG00000089690	Gm16569	0	0	0	0	0	0	0	0	0
ENSMUSG00000089694	Gm4477	2.902392	2.841741	1.550423	9.577216	8.016053	0.801033	9.514456	11.299859	3.406076
ENSMUSG00000089695	Gm15946	0	0	0	0	1.574382	0	0	0	0
ENSMUSG00000089696	Gm4778	0	0	0	0	0	0	0	0	0
ENSMUSG00000089697	Gm15947	0	0	0	0	0	0	0	0	0
ENSMUSG00000089698	Gm2541	0	0	0	0	0	0	0	0	0
ENSMUSG00000089699	Gm1992	0	0	0	0	0	0	0	0	0
ENSMUSG00000089700	Gm2343	0	0	0	0	0	0	0	0	0
ENSMUSG00000089701	Gm15978	0	0	0	0	0	0	0	0	0
ENSMUSG00000089702	Gm16568	0	0.126636	0	0	0	0	0	0	0.068587
ENSMUSG00000089703	Gm15833	0	0	0	0	0	0	0	0	0
ENSMUSG00000089704	Galnt2	8.787151	14.286848	17.495196	15.257745	13.360598	15.522135	14.606973	12.719004	1.981515
ENSMUSG00000089705	Gm15970	0	0	0	0	0	0	0	0	0
ENSMUSG00000089706	B230216N24Rik	0.069919	0.164466	0	0	0	0.02178	0	0.07026	0
ENSMUSG00000089707	Slain1os	0	0	0	0	0	0	0	0	0
ENSMUSG00000089708	5330439A09Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000089709	Gm16262	0	0	0	0	0	0	0	0	0
ENSMUSG00000089710	Gm15810	0	0	0	0	0	0	0	0	0
ENSMUSG00000089711	Gm16240	0	0	0	0	0	0	0	0	0
ENSMUSG00000089712	Gm15889	21.769961	24.525569	12.882382	8.03827	12.671976	5.61508	10.172802	10.540657	3.597698
ENSMUSG00000089713	Gm16564	0.038641	0	0	0	0	0	0	0	0
ENSMUSG00000089714	Gm16092	0	0	0	0.080455	0	0	0	0	0
ENSMUSG00000089715	Cbx6	0.89251	1.041147	1.204949	1.391357	1.246753	1.165533	1.226355	1.20264	0.912513
ENSMUSG00000089716	Gm6264	0	0	0	0	0	0	0	0	0
ENSMUSG00000089717	Olfr275	0	0	0	0	0	0	0	0	0
ENSMUSG00000089718	2310075C17Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000089719	Gm15758	0	0	0	0.252368	0.150908	0.473084	0	0.24122	0
ENSMUSG00000089720	Gm13734	0	0	0	0	0	0	0	0	0
ENSMUSG00000089722	Gm11711	0	0	0	0	0	0	0	0	0
ENSMUSG00000089723	Gm16117	0	0	0	0	0	0	0	0	0
ENSMUSG00000089724	Krtap4-8	0	0	0	0	0	0	0	0	0
ENSMUSG00000089726	Mir17hg	1.09171	0.447756	1.043545	1.126375	0.33091	1.059573	0.555679	0.565214	0.620047
ENSMUSG00000089727	Klra8	0	0	0	0	0	0	0	0.061278	0.127231
ENSMUSG00000089728	Clec2f	0	0	0	0	0	0	0	0	0
ENSMUSG00000089729	Gm16552	0	0	0	0	0	0	0	0	0
ENSMUSG00000089730	1700007P06Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000089731	Gm10013	0	0	0	0	0	0	0	0	0
ENSMUSG00000089732	Olfr1118	0	0	0	0	0	0	0	0	0
ENSMUSG00000089733	Gm15628	0	0	0	0	0	0	0	0	0
ENSMUSG00000089735	Gm8428	0	0	0	0	0	0	0	0	0.036621
ENSMUSG00000089736	Tgfbr3l	1.533315	0.55126	0.32873	0.215367	1.409557	1.225505	1.358394	0.965827	1.815324
ENSMUSG00000089737	Gm15688	0	0	0	0	0	0	0	0	0
ENSMUSG00000089739	Gm20431	0	0	5.403429	0	0	0	3.639119	0	0
ENSMUSG00000089742	Gm15898	0	0	0	0	0	0	0	0	0.146022
ENSMUSG00000089743	Gm16226	0	0	0	0	0	0	0	0	0
ENSMUSG00000089744	Gm16146	0	0	0	0	0	0	0	0	0
ENSMUSG00000089745	1810008B01Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000089746	Gm3513	0	0	0	0	0	0	0	0	0
ENSMUSG00000089748	Matr3-ps2	0	0	0	0	0	0	0	0	0
ENSMUSG00000089749	Gm11357	0	0	0	0	0	0	0	0	0
ENSMUSG00000089751	Olfr1213	0	0	0	0	0	0	0	0	0
ENSMUSG00000089753	Gm11709	0	0	0	0	0	0	0	0	0
